num_images_per_question,num_correct_edges,num_edges,num_1,num_1_correct,num_0,num_0_correct
3,46,60,16,10,44,35
3,54,60,15,11,45,41
3,51,60,18,10,42,42
3,42,60,22,12,38,29
3,30,60,26,19,34,9
3,44,60,15,0,45,45
3,49,60,28,18,32,30
3,43,60,20,5,40,36
3,31,60,15,4,45,26
3,47,60,22,9,38,37
3,32,60,23,10,37,23
3,56,60,15,12,45,43
3,50,60,20,14,40,36
3,43,60,27,12,33,31
3,36,60,17,7,43,30
3,37,60,17,7,43,30
3,30,60,18,7,42,25
3,53,60,19,12,41,38
3,43,60,18,7,42,37
3,34,60,21,7,39,27
3,41,60,14,6,46,35
3,41,60,24,9,36,31
3,37,60,17,8,43,28
3,33,60,17,4,43,27
3,33,60,13,3,47,29
3,32,60,22,5,38,26
3,46,60,20,12,40,32
3,49,60,21,14,39,34
3,49,60,20,12,40,36
3,40,60,19,9,41,31
3,34,60,18,7,42,28
3,30,60,18,5,42,26
3,48,60,18,11,42,36
3,52,60,18,11,42,41
3,49,60,14,4,46,46
3,37,60,19,12,41,24
3,30,60,18,12,42,18
3,33,60,18,6,42,30
3,42,60,17,13,43,29
3,44,60,27,18,33,26
3,26,60,16,6,44,21
3,40,60,24,17,36,22
3,47,60,13,9,47,37
3,54,60,20,16,40,38
3,43,60,19,11,41,32
3,35,60,25,12,35,22
3,48,60,18,10,42,37
3,42,60,22,6,38,36
3,40,60,21,12,39,28
3,45,60,21,13,39,32
3,40,60,24,8,36,33
3,37,60,20,10,40,28
3,38,60,18,7,42,33
3,42,60,17,1,43,42
3,37,60,20,10,40,27
3,32,60,22,7,38,26
3,42,60,12,9,48,35
3,45,60,24,10,36,36
3,38,60,17,9,43,31
3,41,60,19,2,41,41
3,40,60,20,0,40,37
3,42,60,23,6,37,36
3,43,60,17,5,43,37
3,47,60,23,17,37,30
3,42,60,18,9,42,32
3,31,60,26,14,34,19
3,37,60,20,5,40,33
3,42,60,31,19,29,23
3,49,60,19,11,41,38
3,48,60,16,10,44,37
3,34,60,19,3,41,31
3,41,60,15,9,45,30
3,34,60,20,3,40,31
3,44,60,23,9,37,33
3,47,60,11,3,49,43
3,45,60,21,9,39,35
3,47,60,26,18,34,29
3,41,60,24,5,36,36
3,21,60,21,19,39,4
3,42,60,18,7,42,35
3,40,60,24,4,36,35
3,52,60,19,14,41,40
3,48,60,16,8,44,39
3,31,60,22,5,38,27
3,42,60,18,8,42,33
3,38,60,25,6,35,32
3,35,60,29,3,31,30
3,40,60,18,9,42,32
3,42,60,18,10,42,34
3,44,60,18,3,42,41
3,51,60,16,8,44,41
3,39,60,29,9,31,30
3,42,60,17,6,43,35
3,33,60,24,8,36,27
3,45,60,14,5,46,40
3,43,60,19,9,41,35
3,39,60,27,16,33,23
3,51,60,17,12,43,37
3,44,60,21,7,39,36
3,44,60,17,7,43,36
3,39,60,21,10,39,29
3,41,60,18,9,42,34
3,36,60,18,4,42,35
3,44,60,18,5,42,38
3,50,60,17,14,43,35
3,41,60,18,2,42,37
3,32,60,19,14,41,19
3,41,60,22,11,38,30
3,38,60,22,2,38,37
3,40,60,22,5,38,36
3,44,60,23,10,37,35
3,34,60,24,10,36,24
3,25,60,21,4,39,22
3,49,60,21,17,39,31
3,39,60,25,9,35,28
3,37,60,19,4,41,35
3,26,60,21,4,39,21
3,31,60,24,5,36,26
3,47,60,19,8,41,39
3,32,60,23,6,37,27
3,32,60,22,8,38,24
3,48,60,16,8,44,40
3,40,60,25,7,35,32
3,37,60,21,10,39,28
3,44,60,18,7,42,38
3,28,60,26,6,34,23
3,33,60,20,7,40,28
3,50,60,17,9,43,38
3,49,60,13,5,47,42
3,50,60,18,15,42,34
3,44,60,22,7,38,36
3,35,60,19,7,41,28
3,42,60,18,0,42,42
3,30,60,18,6,42,25
3,37,60,19,2,41,35
3,47,60,20,11,40,35
3,53,60,16,10,44,42
3,42,60,20,2,40,39
3,34,60,16,5,44,29
3,29,60,21,6,39,23
3,44,60,22,10,38,30
3,31,60,21,6,39,27
3,27,60,17,8,43,18
3,42,60,19,2,41,40
3,46,60,20,7,40,39
3,35,60,19,7,41,29
3,48,60,19,13,41,33
3,43,60,13,8,47,37
3,50,60,14,6,46,44
3,26,60,29,7,31,17
3,40,60,18,8,42,32
3,25,60,21,4,39,23
3,46,60,18,10,42,37
3,43,60,23,8,37,34
3,38,60,20,11,40,28
3,49,60,15,13,45,35
3,37,60,23,10,37,26
3,42,60,21,13,39,29
3,40,60,16,5,44,35
3,38,60,26,13,34,24
3,35,60,25,22,35,14
3,40,60,25,13,35,26
3,46,60,14,7,46,39
3,44,60,16,11,44,33
3,45,60,24,12,36,33
3,26,60,20,3,40,23
3,47,60,23,10,37,36
3,30,60,26,10,34,21
3,41,60,18,7,42,34
3,33,60,19,6,41,29
3,40,60,20,8,40,30
3,41,60,22,7,38,34
3,43,60,22,9,38,34
3,50,60,20,14,40,36
3,37,60,24,6,36,32
3,49,60,21,19,39,29
3,29,60,23,6,37,23
3,45,60,16,9,44,38
