num_images_per_question,num_correct_edges,num_edges,num_1,num_1_correct,num_0,num_0_correct
4,56,90,30,18,60,42
4,68,90,29,18,61,49
4,84,90,31,26,59,59
4,69,90,47,27,43,42
4,78,90,22,15,68,60
4,73,90,35,19,55,55
4,76,90,29,19,61,58
4,61,90,25,11,65,50
4,78,90,27,18,63,58
4,75,90,26,12,64,61
4,80,90,25,18,65,61
4,72,90,28,14,62,59
4,70,90,29,14,61,55
4,70,90,28,8,62,61
4,81,90,18,13,72,67
4,80,90,29,22,61,58
4,76,90,32,19,58,57
4,66,90,33,11,57,55
4,72,90,29,16,61,55
4,82,90,26,20,64,63
4,73,90,31,23,59,51
4,74,90,28,21,62,54
4,78,90,33,24,57,55
4,81,90,23,15,67,67
4,71,90,25,14,65,55
4,82,90,28,21,62,62
4,72,90,23,7,67,64
4,82,90,24,22,66,59
4,76,90,31,21,59,56
4,76,90,29,16,61,61
4,79,90,29,20,61,60
4,68,90,33,12,57,56
4,80,90,23,15,67,65
4,73,90,32,18,58,55
4,86,90,25,23,65,64
4,80,90,34,29,56,47
4,72,90,31,16,59,56
4,76,90,34,26,56,49
4,67,90,27,10,63,61
4,80,90,27,20,63,60
4,69,90,26,15,64,56
4,75,90,32,19,58,56
4,80,90,24,17,66,62
4,69,90,35,15,55,54
4,80,90,29,19,61,59
4,80,90,29,20,61,60
4,68,90,29,16,61,51
4,78,90,29,17,61,61
4,71,90,31,15,59,57
4,84,90,34,28,56,56
4,82,90,28,27,62,55
4,66,90,29,14,61,54
4,72,90,29,13,61,61
4,74,90,36,21,54,53
4,78,90,28,22,62,52
4,82,90,30,23,60,59
4,62,90,32,10,58,55
4,72,90,31,15,59,59
4,76,90,36,22,54,52
4,79,90,30,20,60,59
4,83,90,34,27,56,55
4,75,90,23,13,67,62
4,86,90,34,31,56,55
4,82,90,30,26,60,54
4,74,90,28,14,62,60
4,74,90,32,17,58,57
4,71,90,26,13,64,60
4,84,90,28,23,62,61
4,74,90,24,7,66,65
4,77,90,24,15,66,63
4,74,90,33,20,57,53
4,82,90,33,24,57,57
4,78,90,31,20,59,57
4,71,90,28,10,62,62
4,73,90,36,21,54,54
4,66,90,29,24,61,43
4,73,90,31,24,59,49
4,70,90,33,25,57,46
4,78,90,32,27,58,50
4,78,90,32,25,58,54
4,84,90,34,30,56,53
4,77,90,30,19,60,52
4,58,90,38,7,52,52
4,81,90,30,22,60,59
4,77,90,33,19,57,57
4,75,90,36,29,54,46
4,74,90,34,20,56,52
4,83,90,28,22,62,60
4,72,90,37,22,53,50
4,71,90,32,20,58,50
4,77,90,34,23,56,54
4,72,90,33,22,57,50
4,73,90,30,18,60,54
4,78,90,37,31,53,48
4,62,90,32,6,58,56
4,69,90,42,27,48,42
4,71,90,21,16,69,53
4,69,90,31,26,59,42
4,66,90,27,21,63,46
4,74,90,29,17,61,56
4,80,90,32,25,58,54
4,84,90,28,25,62,59
4,69,90,36,20,54,50
4,76,90,33,26,57,48
4,78,90,25,13,65,64
4,69,90,27,9,63,60
4,86,90,32,26,58,56
4,73,90,23,16,67,56
4,79,90,31,25,59,54
4,74,90,29,16,61,59
4,83,90,31,27,59,56
4,78,90,26,14,64,63
4,71,90,28,14,62,57
4,72,90,30,19,60,54
4,83,90,28,24,62,57
4,79,90,32,23,58,57
4,56,90,27,13,63,46
4,78,90,23,11,67,67
4,71,90,32,19,58,53
4,81,90,28,22,62,60
4,87,90,26,24,64,63
4,78,90,34,23,56,54
4,69,90,42,25,48,43
4,60,90,32,18,58,44
4,66,90,30,16,60,51
4,82,90,27,23,63,59
4,78,90,24,15,66,63
4,73,90,29,15,61,59
4,71,90,28,14,62,60
4,77,90,36,24,54,52
4,78,90,27,21,63,56
4,67,90,35,19,55,48
4,73,90,30,19,60,56
4,80,90,30,25,60,53
4,83,90,32,25,58,55
4,69,90,30,12,60,57
4,74,90,26,15,64,59
4,81,90,30,22,60,59
4,80,90,26,16,64,63
4,73,90,26,13,64,60
4,73,90,33,19,57,53
4,84,90,25,21,65,62
4,71,90,26,11,64,61
4,83,90,26,22,64,62
4,74,90,31,17,59,57
4,76,90,25,17,65,60
4,84,90,33,30,57,55
4,68,90,32,17,58,52
4,79,90,25,22,65,58
4,71,90,27,8,63,62
4,70,90,26,9,64,61
4,80,90,20,12,70,68
4,77,90,20,9,70,68
4,74,90,33,21,57,52
4,88,90,36,32,54,53
4,84,90,25,18,65,63
4,71,90,39,27,51,45
4,73,90,28,17,62,56
4,63,90,32,21,58,46
4,69,90,29,23,61,47
4,73,90,38,24,52,49
4,79,90,25,18,65,62
4,73,90,34,18,56,54
4,72,90,32,14,58,58
4,70,90,30,13,60,57
4,81,90,32,23,58,58
4,68,90,37,16,53,53
4,88,90,32,30,58,57
4,77,90,35,23,55,53
4,75,90,40,26,50,50
4,81,90,31,23,59,58
4,49,90,28,14,62,40
