p,VI,type,num_edge_error,num_edge,edge_error_rate,num_ans_error,ans_error_rate,num_ans
0.8500000000000001,0.07470170964469744,I_3,1004,6729,0.1492049338683311,708,0.3156486847971467,2243
0.8500000000000001,0.11196906138609655,I_4,634,6732,0.09417706476530006,371,0.3306595365418895,1122
0.8500000000000001,0.07476838409051992,I_5,491,6730,0.07295690936106984,246,0.3655274888558692,673
0.8500000000000001,0.0747020463620408,I_6,346,6735,0.05137342242019302,153,0.34075723830734966,449
0.8500000000000001,0.14012711263685093,I_2,1493,6728,0.22190844233055887,1493,0.22190844233055887,6728
0.8500000000000001,0.03736769012547598,I_3,942,6729,0.13999108337048596,689,0.3071778867588052,2243
0.8500000000000001,0.03736769012547598,I_4,727,6732,0.10799168152109329,402,0.3582887700534759,1122
0.8500000000000001,0.0,I_5,474,6730,0.07043090638930163,232,0.3447251114413076,673
0.8500000000000001,0.0,I_6,390,6735,0.05790645879732739,177,0.39420935412026725,449
0.8500000000000001,0.3101526399776275,I_2,1446,6728,0.21492271105826397,1446,0.21492271105826397,6728
0.8500000000000001,0.0,I_3,985,6729,0.14638133452221727,715,0.318769505127062,2243
0.8500000000000001,0.0,I_4,731,6732,0.10858585858585859,418,0.37254901960784315,1122
0.8500000000000001,0.03736769012547598,I_5,512,6730,0.07607726597325408,260,0.3863298662704309,673
0.8500000000000001,0.03736769012547598,I_6,326,6735,0.04840386043058649,153,0.34075723830734966,449
0.8500000000000001,0.3660444183955279,I_2,1407,6728,0.20912604042806182,1407,0.20912604042806182,6728
0.8500000000000001,0.2145937946003164,I_3,995,6729,0.14786743944122455,720,0.3209986625055729,2243
0.8500000000000001,0.03736769012547598,I_4,692,6732,0.10279263220439691,405,0.3609625668449198,1122
0.8500000000000001,0.03736769012547598,I_5,505,6730,0.075037147102526,247,0.36701337295690933,673
0.8500000000000001,0.0,I_6,361,6735,0.05360059391239792,164,0.36525612472160357,449
0.8500000000000001,0.2518888507673319,I_2,1458,6728,0.2167063020214031,1458,0.2167063020214031,6728
0.8500000000000001,0.03736769012547598,I_3,999,6729,0.14846188140882746,708,0.3156486847971467,2243
0.8500000000000001,0.03736769012547597,I_4,774,6732,0.11497326203208556,432,0.3850267379679144,1122
0.8500000000000001,0.03736769012547598,I_5,484,6730,0.07191679049034175,247,0.36701337295690933,673
0.8500000000000001,0.11203640259860566,I_6,308,6735,0.045731254639940606,148,0.32962138084632514,449
0.9,0.07476838409051992,I_2,1307,6728,0.1942627824019025,1307,0.1942627824019025,6728
0.9,0.07470204636204081,I_3,850,6729,0.12631891811561896,611,0.2724030316540348,2243
0.9,0.03736769012547597,I_4,534,6732,0.07932263814616755,327,0.2914438502673797,1122
0.9,0.0,I_5,310,6730,0.04606240713224369,178,0.26448736998514116,673
0.9,0.0,I_6,180,6735,0.026726057906458798,94,0.20935412026726058,449
0.9,0.26711569360966303,I_2,1342,6728,0.19946492271105826,1342,0.19946492271105826,6728
0.9,0.16459649621036443,I_3,872,6729,0.12958834893743498,615,0.2741863575568435,2243
0.9,0.0,I_4,513,6732,0.07620320855614973,322,0.28698752228163993,1122
0.9,0.03736769012547598,I_5,389,6730,0.05780089153046063,200,0.2971768202080238,673
0.9,0.0,I_6,243,6735,0.03608017817371938,139,0.30957683741648107,449
0.9,0.10272709897863067,I_2,1329,6728,0.19753269916765756,1329,0.19753269916765756,6728
0.9,0.16452982176454192,I_3,830,6729,0.1233467082776044,610,0.2719572001783326,2243
0.9,0.0,I_4,574,6732,0.08526440879382056,337,0.3003565062388592,1122
0.9,0.0,I_5,399,6730,0.05928677563150074,211,0.3135215453194651,673
0.9,0.0,I_6,236,6735,0.03504083147735709,114,0.25389755011135856,449
0.9,0.21459548526330702,I_2,1368,6728,0.20332936979785968,1368,0.20332936979785968,6728
0.9,0.0,I_3,873,6729,0.12973695942933572,617,0.27507802050824787,2243
0.9,0.07470204636204081,I_4,601,6732,0.08927510398098633,358,0.31907308377896615,1122
0.9,0.03736769012547598,I_5,320,6730,0.0475482912332838,170,0.2526002971768202,673
0.9,0.0,I_6,194,6735,0.02880475129918337,97,0.21603563474387527,449
0.9,0.3263861310188937,I_2,1369,6728,0.20347800237812128,1369,0.20347800237812128,6728
0.9,0.1773274463429473,I_3,903,6729,0.13419527418635754,649,0.2893446277307178,2243
0.9,0.10292612530393792,I_4,568,6732,0.0843731431966726,334,0.2976827094474153,1122
0.9,0.03736769012547597,I_5,355,6730,0.05274888558692422,200,0.2971768202080238,673
0.9,0.03736769012547598,I_6,210,6735,0.031180400890868598,116,0.2583518930957684,449
0.95,0.22439587087929747,I_2,1311,6728,0.19485731272294887,1311,0.19485731272294887,6728
0.95,0.07470204636204081,I_3,700,6729,0.10402734433050974,497,0.22157824342398574,2243
0.95,0.0,I_4,420,6732,0.062388591800356503,262,0.23351158645276293,1122
0.95,0.0,I_5,265,6730,0.03937592867756315,143,0.212481426448737,673
0.95,0.0,I_6,156,6735,0.023162583518930958,83,0.18485523385300667,449
0.95,0.13084943828596782,I_2,1249,6728,0.18564209274673008,1249,0.18564209274673008,6728
0.95,0.0,I_3,718,6729,0.10670233318472284,502,0.22380740080249667,2243
0.95,0.0,I_4,427,6732,0.06342840166369579,269,0.23975044563279857,1122
0.95,0.03736769012547598,I_5,227,6730,0.033729569093610696,128,0.1901931649331352,673
0.95,0.06549275107679946,I_6,155,6735,0.02301410541945063,81,0.18040089086859687,449
