K,VI,type,num_edge_error,num_edge,edge_error_rate,num_ans_error,ans_error_rate,num_ans
4,0.7088821396293603,I_3,3202,15021,0.21316823114306638,2376,0.15817855002995806,5007
4,0.3465947710511462,I_4,2821,15024,0.18776624068157616,1549,0.10310170394036208,2504
4,0.44103780039236745,I_5,2426,15020,0.1615179760319574,1055,0.07023968042609853,1502
4,0.45464017337073565,I_6,2296,15030,0.15276114437791086,761,0.050632069194943445,1002
5,2.1646681279974036,I_2,3860,15154,0.2547182262109014,3860,0.2547182262109014,15154
5,1.1942846093233754,I_3,3133,15156,0.2067168118237002,2451,0.1617181314330958,5052
5,0.8474074120866467,I_4,2681,15156,0.1768936394827131,1590,0.10490894695170229,2526
5,0.7220559011183849,I_5,2372,15160,0.15646437994722956,1092,0.07203166226912928,1516
5,0.7618507081989979,I_6,2320,15165,0.15298384437850313,821,0.05413781734256512,1011
5,1.5072970729346717,I_2,3823,15154,0.25227662663323214,3823,0.25227662663323214,15154
5,1.4276137583178845,I_3,3070,15156,0.20256004222750065,2420,0.1596727368698865,5052
5,1.0317391189022858,I_4,2730,15156,0.1801266825019794,1602,0.10570071258907364,2526
5,0.817546160200852,I_5,2410,15160,0.15897097625329815,1107,0.07302110817941952,1516
5,0.8761891304590765,I_6,2307,15165,0.15212660731948566,826,0.05446752390372568,1011
5,1.795526259350352,I_2,3995,15154,0.2636267652105055,3995,0.2636267652105055,15154
5,1.3763082738175247,I_3,3058,15156,0.20176827659012933,2408,0.15888097123251518,5052
5,1.2066785828182125,I_4,2786,15156,0.18382158880971233,1624,0.10715228292425442,2526
5,1.0209191289615478,I_5,2516,15160,0.16596306068601582,1120,0.07387862796833773,1516
5,0.9329656296278374,I_6,2258,15165,0.1488954830201121,821,0.05413781734256512,1011
5,2.121797855636374,I_2,4000,15154,0.2639567110993797,4000,0.2639567110993797,15154
5,1.3305756572568463,I_3,3067,15156,0.20236210081815784,2407,0.15881499076273423,5052
5,1.211182192202508,I_4,2719,15156,0.17940089733438902,1599,0.1055027711797308,2526
5,1.0744692531345996,I_5,2516,15160,0.16596306068601582,1140,0.07519788918205805,1516
5,1.0178492646085417,I_6,2325,15165,0.1533135509396637,816,0.05380811078140455,1011
5,2.198558470641576,I_2,3988,15154,0.26316484096608156,3988,0.26316484096608156,15154
5,1.5259834416639384,I_3,3179,15156,0.20975191343362365,2462,0.1624439166006862,5052
5,1.077773286915049,I_4,2688,15156,0.17735550277117973,1592,0.10504090789126419,2526
5,0.8383775192420765,I_5,2390,15160,0.15765171503957784,1101,0.07262532981530342,1516
5,0.6032148375168003,I_6,2204,15165,0.14533465215957797,784,0.05169798878997692,1011
6,2.6483486145829596,I_2,3801,15154,0.25082486472218557,3801,0.25082486472218557,15154
6,2.1579578178097325,I_3,3111,15156,0.2052652414885194,2481,0.16369754552652416,5052
6,1.6934872814392148,I_4,2664,15156,0.17577197149643706,1645,0.10853787278965427,2526
6,1.4826701567454759,I_5,2365,15160,0.15600263852242743,1151,0.07592348284960422,1516
6,1.499674337653876,I_6,2210,15165,0.14573030003297066,844,0.055654467523903725,1011
6,2.7565004608728647,I_2,3840,15154,0.2533984426554045,3840,0.2533984426554045,15154
6,1.906010373907577,I_3,3027,15156,0.19972288202692004,2412,0.15914489311163896,5052
6,1.9840089210392582,I_4,2594,15156,0.17115333861177093,1658,0.10939561889680655,2526
6,1.2411681702227244,I_5,2316,15160,0.15277044854881267,1132,0.07467018469656993,1516
6,1.600391130615328,I_6,2252,15165,0.1484998351467194,857,0.0565117045829212,1011
6,3.0315546359938237,I_2,3882,15154,0.256169988121948,3882,0.256169988121948,15154
6,2.437863428617316,I_3,3049,15156,0.20117445236210083,2471,0.1630377408287147,5052
6,1.8267946322359399,I_4,2621,15156,0.17293481129585642,1637,0.1080100290314067,2526
6,1.530093363167925,I_5,2441,15160,0.16101583113456464,1156,0.0762532981530343,1516
6,1.4295106362381274,I_6,2138,15165,0.1409825255522585,819,0.05400593471810089,1011
6,2.8895092644953473,I_2,3978,15154,0.2625049491883331,3978,0.2625049491883331,15154
6,1.8508334718554889,I_3,3072,15156,0.20269200316706254,2431,0.1603985220374769,5052
6,1.4176093525507514,I_4,2609,15156,0.1721430456584851,1616,0.10662443916600686,2526
6,1.9511400153022025,I_5,2464,15160,0.162532981530343,1164,0.07678100263852243,1516
6,1.8081849547368731,I_6,2166,15165,0.14282888229475765,836,0.05512693702604682,1011
6,2.9144765699183757,I_2,3951,15154,0.2607232413884123,3951,0.2607232413884123,15154
6,2.6421294340745862,I_3,3116,15156,0.2055951438374241,2485,0.16396146740564793,5052
6,1.8450927244633057,I_4,2677,15156,0.17662971760358934,1655,0.10919767748746372,2526
6,1.562671907887037,I_5,2442,15160,0.16108179419525065,1137,0.075,1516
6,1.4494711456672513,I_6,2246,15165,0.14810418727332675,842,0.0555225848994395,1011
7,3.4122750597008458,I_2,3885,15020,0.25865512649800265,3885,0.25865512649800265,15020
7,2.924046778720184,I_3,2965,15021,0.19739032021836095,2422,0.1612409293655549,5007
7,2.3002454745299783,I_4,2545,15024,0.16939563365282215,1639,0.10909211927582535,2504
7,2.6561329135489853,I_5,2336,15020,0.155525965379494,1181,0.07862849533954727,1502
7,2.2577724387260725,I_6,2136,15030,0.14211576846307386,855,0.05688622754491018,1002
7,3.2639265896753726,I_2,3868,15020,0.25752330226364845,3868,0.25752330226364845,15020
7,2.9430020166192814,I_3,2977,15021,0.19818920178416882,2442,0.16257239864190134,5007
7,2.708386486552038,I_4,2592,15024,0.17252396166134185,1652,0.10995740149094782,2504
7,2.462083304812896,I_5,2317,15020,0.15426098535286284,1159,0.07716378162450066,1502
7,2.6013270348534743,I_6,2177,15030,0.14484364604125083,853,0.05675316034597472,1002
7,3.174101102205925,I_2,3881,15020,0.25838881491344873,3881,0.25838881491344873,15020
7,3.2171261219147915,I_3,3081,15021,0.20511284202117036,2505,0.16676652686239266,5007
7,2.8265168059009356,I_4,2508,15024,0.16693290734824281,1624,0.1080937167199148,2504
7,2.3340522177660414,I_5,2295,15020,0.15279627163781626,1168,0.077762982689747,1502
7,2.6596690723783536,I_6,2188,15030,0.14557551563539586,850,0.056553559547571526,1002
7,3.273884007698904,I_2,3781,15020,0.2517310252996005,3781,0.2517310252996005,15020
7,2.7439947586397184,I_3,2935,15021,0.1953931163038413,2404,0.16004260701684309,5007
7,3.052620462309704,I_4,2637,15024,0.1755191693290735,1664,0.11075612353567625,2504
7,2.7579066957314633,I_5,2308,15020,0.1536617842876165,1170,0.07789613848202397,1502
7,2.853393509595093,I_6,2247,15030,0.14950099800399202,866,0.057618097139055226,1002
7,3.463277031510314,I_2,3841,15020,0.25572569906790943,3841,0.25572569906790943,15020
7,3.1657712475127577,I_3,2984,15021,0.1986552160308901,2448,0.16297183942480528,5007
7,2.924670421925737,I_4,2488,15024,0.16560170394036208,1598,0.10636315228966986,2504
7,2.602277521871761,I_5,2342,15020,0.1559254327563249,1158,0.07709720372836218,1502
7,2.724099394341909,I_6,2203,15030,0.14657351962741183,881,0.05861610113107119,1002
